idx,cx,cy,cz,xmin,ymin,zmin,xmax,ymax,zmax,dx,dy,dz,vol_mm3
10,1650.00000000004,9.037152092821495e-12,-1324.99999999995,1599.9999999000386,-700.000000099991,-1450.0000000999503,1700.0000001000415,700.0000001000091,-1199.9999998999497,100.00000020000289,1400.0000002000002,250.0000002000006,9607999.999999998
11,510.00000000005747,1684.830921801343,-749.9999999999546,-190.00000009994568,1599.9999999000077,-1450.0000000999587,1210.0000001000617,1700.0000001000121,-49.999999899951455,1400.0000002000074,100.00000020000448,1400.0000002000072,24603999.999999993
12,510.00000000005815,1605.00000000001,-749.999999999955,-180.00000009994542,1599.9999999000079,-1440.0000000999585,1200.0000001000615,1610.0000001000121,-59.99999989995157,1380.000000200007,10.000000200004251,1380.000000200007,19044000.0
13,1455.0000000000186,1669.2959143197045,-1324.99999999995,1209.9999999000158,1599.9999998999706,-1450.0000000999505,1700.0000001000242,1700.0000001000094,-1199.9999998999492,490.00000020000834,100.00000020003881,250.0000002000013,2521000.0
14,1455.0000000000236,1604.99999999999,-1324.99999999995,1219.9999999000229,1599.9999998999713,-1440.0000000999505,1690.0000001000242,1610.0000001000087,-1209.9999998999494,470.0000002000013,10.000000200037448,230.00000020000107,1081000.0
15,-1449.99999999995,1674.0697674418705,-749.999999999824,-1600.0000000999946,1599.999999900006,-1450.0000000998339,-1299.9999998999053,1700.000000100014,-49.99999989981435,300.0000002000893,100.00000020000789,1400.0000002000195,7224000.000000002
16,-1449.9999999999498,1605.00000000001,-749.9999999998239,-1590.0000000999933,1599.9999999000063,-1440.0000000998327,-1309.999999899906,1610.0000001000137,-59.99999989981492,280.00000020008724,10.000000200007435,1380.000000200018,3863999.9999999995
17,-744.999999999926,1681.002994011986,-439.99999999986403,-1300.0000000999503,1599.9999999000083,-830.0000000998986,-189.99999989990178,1700.0000001000117,-49.999999899829355,1110.0000002000486,100.00000020000334,780.0000002000692,12024000.00000001
18,-744.999999999926,1605.00000000001,-439.9999999998638,-1290.0000000999498,1599.9999999000083,-820.0000000998978,-199.99999989990226,1610.0000001000117,-59.99999989982979,1090.0000002000475,10.000000200003342,760.0000002000679,8284000.0
19,-744.9999999999263,1650.00000000001,-439.99999999986414,-750.00000009995,1609.9999999000083,-820.0000000998645,-739.9999998999027,1690.0000001000117,-59.99999989986347,10.000000200047225,80.00000020000334,760.000000200001,607999.9999999995
20,1455.00000000006,1676.4723320158203,-439.999999999945,1209.9999999000572,1599.999999900008,-830.0000000999464,1700.0000001000628,1700.000000100012,-49.9999998999435,490.0000002000056,100.0000002000038,780.0000002000029,6071999.999999998
21,1455.0000000000603,1605.00000000001,-439.999999999945,1219.999999900058,1599.9999999000083,-820.0000000999463,1690.0000001000628,1610.0000001000117,-59.99999989994355,470.00000020000493,10.000000200003342,760.0000002000028,3572000.0
22,-1682.3884629885135,1275.0000000000098,-749.9999999998129,-1700.000000099993,849.9999999000078,-1450.0000000998195,-1599.999999899907,1700.0000001000124,-49.999999899810824,100.0000002000861,850.0000002000046,1400.0000002000088,15913999.999999993
